0.000	-0.002	0.000	0.800	0.800	1.000	0.137	0.122	0.000	0.000
0.120	-0.034	0.028	0.800	0.800	1.000	0.150	0.124	0.017	0.015
0.240	-0.068	0.129	0.800	0.800	1.000	0.146	0.129	0.033	0.028
0.360	-0.106	0.263	0.800	0.800	1.000	0.157	0.124	0.056	0.029
0.480	-0.142	0.556	0.800	0.800	1.000	0.159	0.120	0.067	0.046
0.600	-0.178	0.804	0.800	0.800	1.000	0.150	0.120	0.074	0.065
0.720	-0.209	1.179	0.800	0.800	1.000	0.163	0.117	0.140	0.047
0.840	-0.243	1.427	0.800	0.800	1.000	0.174	0.113	0.224	0.066
0.960	-0.280	2.169	0.800	0.800	1.000	0.196	0.112	0.197	0.066
1.080	-0.316	3.027	0.800	0.800	1.000	0.221	0.112	0.323	0.081
1.200	-0.349	4.318	0.800	0.800	1.000	0.244	0.107	0.480	0.082
1.320	-0.399	6.419	0.800	0.800	1.000	0.307	0.106	0.937	0.094
1.440	-0.449	7.942	0.800	0.800	1.000	0.423	0.098	1.704	0.096
1.560	-0.602	38.686	0.800	0.800	1.000	0.786	0.075	1.447	0.102
1.680	-0.757	7.208	0.800	0.800	1.000	0.979	0.060	0.105	0.072
1.800	-0.781	6.510	0.800	0.800	1.000	0.973	0.062	0.134	0.065
1.920	-0.807	5.435	0.800	0.800	1.000	0.986	0.059	0.076	0.087
2.040	-0.836	5.908	0.800	0.800	1.000	1.007	0.060	0.089	0.095
2.160	-0.856	4.484	0.800	0.800	1.000	1.027	0.059	0.040	0.060
2.280	-0.867	4.130	0.800	0.800	1.000	1.031	0.050	0.026	0.082
